#work: Mazurka in C major, Op. 24, No. 2
#performer: Christoph Zibinden
#reverse-conductor: Craig Stuart Sapp
#data-date: Tue Dec  1 02:47:18 PST 2015
#source: http://imslp.org/images/3/35/PMLP02282-Mazurka_C-Dur_Op_24_Nr_2.mp3
0.938004535	1.1
1.528004535	1.2
1.908004535	1.3
2.188004535	2.1
2.468004535	2.2
2.748004535	2.3
3.028004535	3.1
3.308004535	3.2
3.614285714	3.3
3.889795918	4.1
4.167346938	4.2
4.465306122	4.3
4.785714285	5.1
5.089795918	5.2
5.361224489	5.3
5.651020408	6.1
5.918004535	6.2
6.228004535	6.3
6.558004535	7.1
6.865306122	7.2
7.181632653	7.3
7.412244897	8.1
7.658004535	8.2
8.088004535	8.3
8.468004535	9.1
8.744897959	9.2
9.028004535	9.3
9.288004535	10.1
9.548004535	10.2
9.868004535	10.3
10.155102040	11.1
10.393877551	11.2
10.738004535	11.3
11.008004535	12.1
11.265306122	12.2
11.708004535	12.3
12.038004535	13.1
12.378004535	13.2
12.678004535	13.3
13.008004535	14.1
13.314285714	14.2
13.588004535	14.3
13.906122448	15.1
14.208004535	15.2
14.518367346	15.3
14.778004535	16.1
15.098004535	16.2
15.428004535	16.3
15.748004535	17.1
16.048004535	17.2
16.338004535	17.3
16.658004535	18.1
16.946938775	18.2
17.218004535	18.3
17.538004535	19.1
17.818004535	19.2
18.136734693	19.3
18.398004535	20.1
18.728004535	20.2
19.128004535	20.3
19.463265306	21.1
19.768004535	21.2
20.108004535	21.3
20.412244897	22.1
20.697959183	22.2
21.020408163	22.3
21.300000000	23.1
21.608004535	23.2
22.008004535	23.3
22.298004535	24.1
22.638004535	24.2
22.958004535	24.3
23.298004535	25.1
23.578004535	25.2
23.908163265	25.3
24.208004535	26.1
24.628004535	26.2
24.959183673	26.3
25.267346938	27.1
25.578004535	27.2
25.944897959	27.3
26.268004535	28.1
26.698004535	28.2
27.068004535	28.3
27.588004535	29.1
27.858004535	29.2
28.338775510	29.3
28.865306122	30.1
29.371428571	30.2
29.673469387	30.3
29.961224489	31.1
30.210204081	31.2
30.565306122	31.3
30.858004535	32.1
31.178004535	32.2
31.508004535	32.3
31.844897959	33.1
32.208004535	33.2
32.588004535	33.3
33.068004535	34.1
33.678004535	34.2
33.995918367	34.3
34.259183673	35.1
34.528004535	35.2
34.855102040	35.3
35.168004535	36.1
35.588004535	36.2
36.118004535	36.3
36.698004535	37.1
37.055102040	37.2
37.367346938	37.3
37.604081632	38.1
37.859183673	38.2
38.198004535	38.3
38.506122448	39.1
38.814285714	39.2
39.097959183	39.3
39.340816326	40.1
39.628004535	40.2
39.938004535	40.3
40.208163265	41.1
40.497959183	41.2
40.751020408	41.3
41.008163265	42.1
41.278004535	42.2
41.628004535	42.3
41.948004535	43.1
42.248004535	43.2
42.538775510	43.3
42.777551020	44.1
43.088004535	44.2
43.448004535	44.3
43.808004535	45.1
44.148004535	45.2
44.428004535	45.3
44.738004535	46.1
45.058004535	46.2
45.328004535	46.3
45.638004535	47.1
45.908004535	47.2
46.224489795	47.3
46.498004535	48.1
46.818004535	48.2
47.128004535	48.3
47.438004535	49.1
47.738004535	49.2
48.018004535	49.3
48.338004535	50.1
48.618004535	50.2
48.878004535	50.3
49.189795918	51.1
49.458004535	51.2
49.788004535	51.3
50.048004535	52.1
50.378004535	52.2
50.718004535	52.3
51.068004535	53.1
51.388004535	53.2
51.708004535	53.3
52.018004535	54.1
52.368004535	54.2
52.678004535	54.3
53.028004535	55.1
53.348004535	55.2
53.758004535	55.3
54.168004535	56.1
54.638004535	56.2
55.218004535	56.3
56.236734693	57.1
56.768004535	57.2
57.161224489	57.3
57.618004535	58.1
57.918004535	58.2
58.288004535	58.3
58.604081632	59.1
58.888004535	59.2
59.248004535	59.3
59.548979591	60.1
59.858004535	60.2
60.218004535	60.3
60.568004535	61.1
60.888004535	61.2
61.153061224	61.3
61.498004535	62.1
61.788004535	62.2
62.128004535	62.3
62.430612244	63.1
62.708004535	63.2
63.058004535	63.3
63.357142857	64.1
63.628004535	64.2
63.978004535	64.3
64.298004535	65.1
64.597959183	65.2
64.888004535	65.3
65.218004535	66.1
65.498004535	66.2
65.858004535	66.3
66.142857142	67.1
66.418004535	67.2
66.758004535	67.3
67.055102040	68.1
67.338004535	68.2
67.688004535	68.3
68.038004535	69.1
68.338004535	69.2
68.608004535	69.3
68.924489795	70.1
69.218004535	70.2
69.548004535	70.3
69.878004535	71.1
70.178004535	71.2
70.548004535	71.3
70.888004535	72.1
71.238004535	72.2
71.708004535	72.3
72.268004535	73.1
72.628004535	73.2
72.908004535	73.3
73.238004535	74.1
73.558004535	74.2
73.858004535	74.3
74.158004535	75.1
74.448004535	75.2
74.768004535	75.3
75.055102040	76.1
75.348004535	76.2
75.688004535	76.3
76.048004535	77.1
76.368004535	77.2
76.688004535	77.3
77.028004535	78.1
77.348004535	78.2
77.648004535	78.3
77.955102040	79.1
78.248004535	79.2
78.568004535	79.3
78.846938775	80.1
79.148004535	80.2
79.498004535	80.3
79.858004535	81.1
80.218004535	81.2
80.518004535	81.3
80.848004535	82.1
81.187755102	82.2
81.478004535	82.3
81.771428571	83.1
82.068004535	83.2
82.378004535	83.3
82.668004535	84.1
82.968004535	84.2
83.308004535	84.3
83.678004535	85.1
84.048004535	85.2
84.358004535	85.3
84.678004535	86.1
85.024489795	86.2
85.358004535	86.3
85.868004535	87.1
86.278004535	87.2
86.658004535	87.3
87.138004535	88.1
87.628004535	88.2
88.168004535	88.3
89.008004535	89.1
89.373469387	89.2
89.673469387	89.3
89.922448979	90.1
90.208004535	90.2
90.538004535	90.3
90.820408163	91.1
91.128571428	91.2
91.400000000	91.3
91.655102040	92.1
91.918004535	92.2
92.228004535	92.3
92.534693877	93.1
92.820408163	93.2
93.055102040	93.3
93.334693877	94.1
93.608004535	94.2
93.918004535	94.3
94.208163265	95.1
94.465306122	95.2
94.746938775	95.3
95.004081632	96.1
95.288004535	96.2
95.688004535	96.3
96.068004535	97.1
96.388004535	97.2
96.678004535	97.3
96.998004535	98.1
97.308004535	98.2
97.578004535	98.3
97.898004535	99.1
98.155102040	99.2
98.478004535	99.3
98.748004535	100.1
99.068004535	100.2
99.398004535	100.3
99.708004535	101.1
100.018004535	101.2
100.298004535	101.3
100.618004535	102.1
100.877551020	102.2
101.148004535	102.3
101.478004535	103.1
101.748004535	103.2
102.067346938	103.3
102.318004535	104.1
102.658004535	104.2
103.008004535	104.3
103.538775510	105.1
103.888004535	105.2
104.168004535	105.3
104.458004535	106.1
